satellite_a,satellite_b,norad_a,norad_b,distance_km,relative_speed_km_s,time_to_cpa_seconds,minimum_distance_km,risk,risk_score
STARLINK-38190,GLOBALSTAR 2-R OBJECT C,100219,100327,1955.8534106026352,8.570713111541057,177.24429561876207,1231.9364213010142,LOW,10
STARLINK-38152,ELECTRON R/B,100157,100245,4286.80258236554,7.522226954100298,545.7593719677981,1234.0891287113684,LOW,10
STARLINK-37717,SPACEMOBILE-013,100226,100240,1682.1118795215336,6.032966968470387,189.38486349385713,1234.5338685250208,LOW,10
TJS-27A,CZ-6A DEB,100174,100175,1235.0767559625128,1.192983768260819,0.0,1235.0767559625128,LOW,10
STARLINK-38179,STARLINK-38242,100150,100266,1236.2551594721217,1.8976414924783327,0.0,1236.2551594721217,LOW,10
STARLINK-38223,STARLINK-38228,100190,100192,1237.8072762998015,1.4193987821687175,0.0,1237.8072762998015,LOW,10
STARLINK-38223,STARLINK-38219,100190,100215,1274.4287280535166,14.84027713597159,20.157973122444815,1238.8211798516963,LOW,10
STARLINK-37712,STARLINK-38184,100109,100180,4274.868487888539,14.570403728576293,280.75388794002254,1241.2471904483195,LOW,10
STARLINK-38118,STARLINK-38154,100108,100258,1666.149695876702,3.2980850993015065,336.9417980675852,1241.4306135840575,LOW,10
STARLINK-38199,STARLINK-38280,100218,100265,1242.4228110994457,1.7386601722736605,0.0,1242.4228110994457,LOW,10
CZ-6A DEB,STARLINK-38176,100175,100189,4953.446445760727,13.626286379757325,351.852962962362,1244.9450613951165,LOW,10
STARLINK-38062,STARLINK-38104,100117,100185,8276.242603595669,12.059314027367234,678.4630301438198,1246.7401772531473,LOW,10
STARLINK-38135,STARLINK-38121,100122,100156,1249.263227485343,1.9558082820048102,0.0,1249.263227485343,LOW,10
PESSOA,STARLINK-38081,100139,100153,4967.027169881197,7.474938914524724,643.075134148932,1250.8461642772572,LOW,10
STARLINK-38104,HULIANWANG DIGUI-184,100185,100209,7158.102185863918,8.254201496575801,853.8549704519706,1251.2632450048443,LOW,10
STARLINK-37864,STARLINK-38130,100107,100187,11575.916620321503,7.624291340456551,1509.3941213530509,1251.5544202492595,LOW,10
STARLINK-37712,STARLINK-38148,100109,100199,4127.695738361193,14.621882409648476,268.94098424090913,1254.5588644158706,LOW,10
STARLINK-38249,GLOBALSTAR 2-R OBJECT B,100221,100326,1258.9669207929535,8.71464132015624,0.0,1258.9669207929535,LOW,10
STARLINK-38062,STARLINK-38179,100117,100150,1262.4994191512185,2.446853284358637,0.0,1262.4994191512185,LOW,10
STARLINK-38098,GLOBALSTAR 2-R OBJECT G,100164,100331,1263.7232268562836,7.270823941531187,0.0,1263.7232268562836,LOW,10
STARLINK-38158,STARLINK-38195,100105,100196,1979.1895875380628,15.23087151449165,99.90131917760043,1265.6907513447163,LOW,10
STARLINK-38174,STARLINK-38227,100104,100193,12397.599365421913,5.602844273198056,2201.1531604202464,1266.6994128733816,LOW,10
2026-168A,STARLINK-38280,100129,100265,1267.4997770634284,5.153288783542477,0.0,1267.4997770634284,LOW,10
2026-168D,2026-188C,100132,100368,1268.535689639721,1.4810431881476547,0.0,1268.535689639721,LOW,10
STARLINK-38190,GLOBALSTAR 2-R OBJECT D,100219,100328,1961.0041128935657,8.582674648954866,174.2032512147623,1268.9065877007952,LOW,10
STARLINK-37712,STARLINK-38112,100109,100181,3929.001646846427,14.704992817680115,252.85231002364335,1269.6876123014845,LOW,10
STARLINK-37832,STARLINK-38221,100231,100248,1270.3530233040929,1.467745687207898,0.0,1270.3530233040929,LOW,10
STARLINK-38174,STARLINK-38163,100104,100250,1271.0808286115305,3.304542014304158,0.0,1271.0808286115305,LOW,10
2026-168G,2026-168H,100135,100136,1271.8313527225932,1.3950132095982994,0.0,1271.8313527225932,LOW,10
HULIANWANG DIGUI-178,STARLINK-37375,100203,100228,2179.6999972527187,8.682803253881776,203.86340275728716,1271.9345405030194,LOW,10
2026-168B,STARLINK-38242,100130,100266,1273.5436723822534,5.04707322055909,0.0,1273.5436723822534,LOW,10
STARLINK-38228,STARLINK-38219,100192,100215,1273.9691849609546,14.77855026873969,0.0,1273.9691849609546,LOW,10
STARLINK-38121,STARLINK-37375,100156,100228,1277.0626144831476,2.0784971973838626,0.0,1277.0626144831476,LOW,10
STARLINK-38195,STARLINK-38243,100196,100253,1277.4516298963433,15.001560943606597,0.0,1277.4516298963433,LOW,10
STARLINK-38121,STARLINK-38241,100156,100225,1277.5177931923845,2.3202754765889373,0.0,1277.5177931923845,LOW,10
STARLINK-38081,STARLINK-38243,100153,100253,1363.8275319512102,1.6408294923621423,288.54665347628054,1279.009416125452,LOW,10
STARLINK-38197,STARLINK-38176,100171,100189,9075.964985592633,11.18964597571101,803.0017320789076,1279.622085769859,LOW,10
2026-170D,STARLINK-38140,100146,100182,1930.0417565527875,15.025998869020716,96.10850516158503,1280.4532170169102,LOW,10
CZ-6A R/B,STARLINK-38227,100177,100193,1307.1988016339933,14.457554637067256,17.5988057058372,1282.197794446407,LOW,10
STARLINK-38130,STARLINK-38189,100187,100213,4601.767304264332,13.973532055762478,316.25760353851047,1283.205989686269,LOW,10
CZ-8A R/B,STARLINK-38168,100212,100251,1284.3826328794298,9.241602051846812,0.0,1284.3826328794298,LOW,10
STARLINK-38113,STARLINK-38126,100112,100235,1284.466364965778,4.24675568477168,0.0,1284.466364965778,LOW,10
STARLINK-38072,HULIANWANG DIGUI-184,100113,100209,8329.680661738084,6.993474960382943,1176.7668340769462,1286.7760093365243,LOW,10
STARLINK-38212,2026-188A,100267,100366,1286.9238815478627,3.560957690077928,0.0,1286.9238815478627,LOW,10
STARLINK-38176,GLOBALSTAR 2-R OBJECT A,100189,100325,1695.6282947306097,14.345227755924252,76.93052257729974,1287.3436007474795,LOW,10
STARLINK-38149,STARLINK-38141,100169,100188,3834.5757092253725,14.696688848335812,245.7477795968116,1288.3121458575158,LOW,10
STARLINK-38101,STARLINK-38176,100110,100189,7371.241602429245,12.838647157398345,565.3013666563564,1288.768415307129,LOW,10
STARLINK-38249,GLOBALSTAR 2-R OBJECT A,100221,100325,1288.7723605272115,8.720763759295401,0.0,1288.7723605272115,LOW,10
STARLINK-38217,STARLINK-38223,100170,100190,2718.7320859000047,15.001523175561898,159.546556484453,1289.5513129489661,LOW,10
STARLINK-38212,2026-188B,100267,100367,1290.0520013152432,3.5619491206191745,0.0,1290.0520013152432,LOW,10
STARLINK-38140,STARLINK-38249,100182,100221,6503.91101248093,12.917455133036963,493.48129358237617,1290.8608571343198,LOW,10
STARLINK-38159,STARLINK-38243,100186,100253,7081.177858699024,12.749051468131482,546.1164093786192,1291.1793564668133,LOW,10
STARLINK-38136,STARLINK-38095,100166,100179,2823.7146224597423,14.994953464890662,167.46954636704456,1291.2198108246798,LOW,10
STARLINK-38219,STARLINK-38280,100215,100265,1291.3440967037704,1.7930335138145004,4.737450597462123,1291.3161584715228,LOW,10
STARLINK-38062,2026-168A,100117,100129,1291.3700946046145,7.972293692347274,0.0,1291.3700946046145,LOW,10
STARLINK-38053,STARLINK-38246,100230,100247,1291.7954863938162,1.5424984727593558,0.0,1291.7954863938162,LOW,10
HULIANWANG DIGUI-183,QPS-SAR-13 (MIKURA-I),100208,100243,1369.0614543637253,2.245118227615589,196.44416793290742,1296.0758647358487,LOW,10
STARLINK-38222,STARLINK-38130,100101,100187,11031.34052832766,8.630836066860049,1269.2603623608131,1297.424499357662,LOW,10
STARLINK-38165,STARLINK-38227,100191,100193,1298.1173359988588,1.4879399595639866,0.0,1298.1173359988588,LOW,10
STARLINK-38176,GLOBALSTAR 2-R OBJECT B,100189,100326,1681.0662401455938,14.350331858701422,74.24376121873973,1300.3300972259601,LOW,10
2026-170A,2026-170C,100143,100145,1300.9723747273604,1.425194379620341,0.0,1300.9723747273604,LOW,10
STARLINK-38158,2026-178A,100105,100237,5930.031933152788,3.2718876433522097,1768.2281008710654,1301.5069053640843,LOW,10
STARLINK-38158,STARLINK-38192,100105,100158,1764.870710264471,1.0182382041223261,1170.2592401957513,1301.864704077479,LOW,10
STARLINK-38190,GLOBALSTAR 2-R OBJECT E,100219,100329,1966.5411092614436,8.593673441347637,171.3277385480654,1303.6543454839295,LOW,10
STARLINK-38223,STARLINK-38279,100190,100262,1442.805946442699,15.062579323725325,41.0008610687495,1303.9499687448576,LOW,10
STARLINK-38062,STARLINK-38185,100117,100202,7554.786867824782,12.684045240007123,586.6619217511226,1304.8591059469338,LOW,10
2026-170D,STARLINK-37721,100146,100220,1304.8854055796164,5.7300695537110045,0.0,1304.8854055796164,LOW,10
STARLINK-38098,GLOBALSTAR 2-R OBJECT H,100164,100332,1306.3813806555208,7.270632423743656,0.0,1306.3813806555208,LOW,10
STARLINK-38088,STARLINK-38095,100114,100179,1307.766482981713,15.275783696802309,0.0,1307.766482981713,LOW,10
STARLINK-38141,STARLINK-38238,100188,100223,1705.6313485529063,14.819596309939257,73.73553033581194,1309.6250267129067,LOW,10
STARLINK-38118,STARLINK-38157,100108,100263,1453.426459740107,3.53974050892119,176.19992103425486,1312.8001719118506,LOW,10
STARLINK-38126,STARLINK-38191,100235,100246,1313.6378611920047,1.7105648998101233,0.0,1313.6378611920047,LOW,10
2026-168A,STARLINK-38129,100129,100268,1314.9310038421447,4.929263351678699,0.0,1314.9310038421447,LOW,10
STARLINK-38200,STARLINK-38233,100232,100249,1316.6440160098446,1.4624330036308488,0.0,1316.6440160098446,LOW,10
TJS-27B,STARLINK-38224,100176,100197,1316.7336993118872,14.514748824474191,0.0,1316.7336993118872,LOW,10
STARLINK-38176,GLOBALSTAR 2-R OBJECT C,100189,100327,1662.030804916913,14.357094286356073,70.49429976693973,1318.3374118849042,LOW,10
STARLINK-38164,STARLINK-38251,100224,100229,1318.5955350272661,1.510597869589924,0.0,1318.5955350272661,LOW,10
STARLINK-38112,2026-178A,100181,100237,10104.827738087897,7.793806190893557,1285.4317906405036,1318.7417750125176,LOW,10
STARLINK-38175,STARLINK-38225,100161,100194,6493.640085148465,13.371419369644526,475.51324634621204,1318.919089648358,LOW,10
STARLINK-38225,STARLINK-38154,100194,100258,4340.251278809295,14.296643795039136,289.17378852932075,1321.3820020528299,LOW,10
STARLINK-38072,STARLINK-38224,100113,100197,12203.085451108767,6.198339899423342,1957.1500961261986,1323.69008459641,LOW,10
HULIANWANG DIGUI-184,STARLINK-38144,100209,100256,8573.162237372127,2.7969871863247024,3028.352571535592,1324.2921614421887,LOW,10
STARLINK-38152,STARLINK-38191,100157,100246,1327.6918595056331,1.84779545373796,0.0,1327.6918595056331,LOW,10
STARLINK-38198,STARLINK-38140,100160,100182,10032.26940456191,10.061053998061467,988.3497179834951,1329.0890921210043,LOW,10
STARLINK-38176,GLOBALSTAR 2-R OBJECT D,100189,100328,1648.2168676734364,14.362362230655302,67.53250383435095,1332.6146665745287,LOW,10
QPS-SAR-13 (MIKURA-I),STARLINK-38232,100243,100260,7568.522987004283,1.6572924704856282,4495.380866234384,1333.282918761902,LOW,10
STARLINK-38134,STARLINK-38224,100123,100197,1334.681488162819,15.354714114750337,0.0,1334.681488162819,LOW,10
STARLINK-38174,2026-170D,100104,100146,1337.6590061553766,1.9628480375489,0.0,1337.6590061553766,LOW,10
STARLINK-37991,STARLINK-38224,100124,100197,1337.9579309748729,15.357434436533499,0.0,1337.9579309748729,LOW,10
STARLINK-38075,STARLINK-38126,100227,100235,1339.0370316071012,1.5362167258169788,0.0,1339.0370316071012,LOW,10
STARLINK-37712,STARLINK-38142,100109,100183,3072.7911682144218,14.987944319465328,184.51616927088435,1339.3861885300014,LOW,10
2026-168B,STARLINK-38129,100130,100268,1340.7237803474181,4.882771332874102,0.0,1340.7237803474181,LOW,10
STARLINK-38160,STARLINK-38266,100121,100255,2065.4728490241787,2.954306506801053,531.5365978344375,1341.7402183193135,LOW,10
STARLINK-38158,STARLINK-38127,100105,100155,1759.6352001383443,1.2879933289939811,883.1311102967978,1342.5665383724165,LOW,10
2026-170C,STARLINK-38140,100145,100182,2259.893049584303,14.980529297051593,121.27391406998099,1344.0778986710861,LOW,10
STARLINK-38176,GLOBALSTAR 2-R OBJECT E,100189,100329,1636.4214901889995,14.367325207494412,64.75394244574555,1346.2321534850212,LOW,10
2026-168A,2026-168C,100129,100131,1346.9406175633796,1.4751899551076817,0.06008555191742633,1346.9406146469094,LOW,10
STARLINK-38198,SPACEMOBILE-012,100160,100241,1347.3953146451245,5.578948971189651,0.0,1347.3953146451245,LOW,10
STARLINK-38038,YINLI-1 R/B,100116,100138,7002.5994124843655,2.6560346724507378,2587.1163070649623,1348.8106402607857,LOW,10
2026-168A,STARLINK-38097,100129,100163,1349.9902876126312,6.352731021483387,0.0,1349.9902876126312,LOW,10
STARLINK-38200,STARLINK-38139,100232,100236,1352.1287848359486,1.5552769729789238,7.980453252663723,1352.0718167412304,LOW,10
STARLINK-38190,GLOBALSTAR 2-R OBJECT F,100219,100330,1976.3686717774174,8.610231741292452,167.1956726571688,1354.1062428402163,LOW,10
STARLINK-38079,STARLINK-38251,100165,100229,1356.8274812789227,2.798564264651759,0.0,1356.8274812789227,LOW,10
STARLINK-38112,STARLINK-38178,100181,100201,1359.598170066977,1.558322687233148,0.0,1359.598170066977,LOW,10
STARLINK-38097,STARLINK-38279,100163,100262,1365.6840411023659,2.030178115388077,46.26966452800481,1362.4496291018793,LOW,10
STARLINK-38121,STARLINK-38186,100156,100162,1362.8430593539663,1.5615462817446935,0.0,1362.8430593539663,LOW,10
STARLINK-38113,STARLINK-37721,100112,100220,1363.3103136316631,4.545227315696809,0.0,1363.3103136316631,LOW,10
HULIANWANG DIGUI-179,STARLINK-37832,100204,100231,1364.1247986173298,8.828349200679636,0.0,1364.1247986173298,LOW,10
STARLINK-38192,STARLINK-38159,100158,100186,9434.131179972224,10.793594258489424,864.8565952227437,1364.6480758759922,LOW,10
STARLINK-38176,GLOBALSTAR 2-R OBJECT F,100189,100330,1620.8368357068339,14.374088996566282,60.72507880870167,1365.7283949476594,LOW,10
STARLINK-38160,STARLINK-38232,100121,100260,1789.258344404476,3.2965099462902807,350.57047920223664,1365.9785991473057,LOW,10
STARLINK-38115,STARLINK-38176,100111,100189,6210.292389954698,13.654518752098516,443.61092908605315,1370.0087579508563,LOW,10
STARLINK-38165,STARLINK-38157,100191,100263,1371.4962520277281,15.064974112003862,0.0,1371.4962520277281,LOW,10
STARLINK-38189,SPACEMOBILE-011,100213,100242,1372.1132092792514,6.242830792362781,0.0,1372.1132092792514,LOW,10
CZ-8A R/B,STARLINK-38191,100212,100246,1785.2200802830218,9.249202233056074,123.37880494490972,1372.8710129901433,LOW,10
2026-168B,2026-178B,100130,100238,1387.3858524439167,1.7014872447683962,114.58637814311382,1373.618313347686,LOW,10
STARLINK-38172,STARLINK-38219,100214,100215,1373.7101133421957,1.5693126960375359,0.25961213595641985,1373.7100529273216,LOW,10
STARLINK-38177,STARLINK-38168,100234,100251,1375.6641240873132,1.4258956534719165,0.0,1375.6641240873132,LOW,10
STARLINK-37712,STARLINK-37207,100109,100184,2630.558584243201,15.107550217985276,148.3855601919025,1376.3829102249565,LOW,10
STARLINK-38097,STARLINK-38199,100163,100218,1380.1911786002863,2.783560672097995,0.0,1380.1911786002863,LOW,10
STARLINK-38222,STARLINK-38150,100101,100167,1380.2409182252654,1.7298072307692318,0.0,1380.2409182252654,LOW,10
STARLINK-38173,STARLINK-38198,100151,100160,1380.2550295753272,1.5856755407250747,0.0,1380.2550295753272,LOW,10
STARLINK-38159,STARLINK-38252,100186,100254,6685.1907852760005,13.050072169717957,501.2270513865465,1380.7430163099164,LOW,10
STARLINK-37740,STARLINK-38195,100102,100196,1387.559531875835,15.341008804955177,8.804299429862724,1380.9700954627194,LOW,10
STARLINK-38176,GLOBALSTAR 2-R OBJECT G,100189,100331,1608.6663786504266,14.379820818563518,57.13991016705246,1382.9966081652167,LOW,10
STARLINK-38096,STARLINK-38195,100119,100196,12408.957385601838,5.5898579811687235,2206.062559005324,1383.6353671120082,LOW,10
STARLINK-38184,STARLINK-38142,100180,100183,1384.2974322710074,1.5888293826549442,1.5588518570391652,1384.2952166006196,LOW,10
STARLINK-38062,STARLINK-38178,100117,100201,6391.2508473788885,13.5239079035322,461.36919835249955,1384.3935852378165,LOW,10
STARLINK-38072,STARLINK-38242,100113,100266,1385.6909550244147,3.677481323064565,15.856769038747222,1384.463441241715,LOW,10
2026-168D,2026-178B,100132,100238,1386.107688037301,1.6302521059010244,0.0,1386.107688037301,LOW,10
STARLINK-38136,SPACEMOBILE-013,100166,100240,1392.161942456145,5.976256062269969,15.299067361129785,1389.156297872349,LOW,10
STARLINK-38118,STARLINK-38072,100108,100113,1390.4212100786274,1.5880637634408048,1.4245094710851014,1390.4193697708477,LOW,10
STARLINK-38189,GLOBALSTAR 2-R OBJECT A,100213,100325,2228.9838662376765,8.556555616512346,203.5846957403566,1390.6335300239973,LOW,10
STARLINK-37712,STARLINK-38100,100109,100149,1391.452677555006,2.362451482600349,0.0,1391.452677555006,LOW,10
STARLINK-38159,STARLINK-38266,100186,100255,6619.053142738309,13.097845290140718,493.9927213314227,1395.6560332249617,LOW,10
STARLINK-38038,STARLINK-38218,100116,100195,4922.44117471419,14.337310731805298,329.2237512564403,1396.5305112170024,LOW,10
STARLINK-38081,STARLINK-38175,100153,100161,1396.837573913611,1.5974437996938164,1.5812115655505699,1396.835290126639,LOW,10
TJS-27A,STARLINK-38140,100174,100182,9628.061875531557,10.563105370659441,901.831281057131,1397.2308759716468,LOW,10
STARLINK-38135,STARLINK-38227,100122,100193,11724.25366696919,7.303763307611031,1593.7764862325828,1398.3354781427718,LOW,10
STARLINK-37712,STARLINK-38062,100109,100117,1398.4622331985324,1.5974671869127564,0.26125644168587764,1398.4621709230387,LOW,10
STARLINK-38190,GLOBALSTAR 2-R OBJECT G,100219,100331,1986.6751502841091,8.625429760830384,163.53143874470368,1399.0304736440976,LOW,10
STARLINK-38176,GLOBALSTAR 2-R OBJECT H,100189,100332,1598.5815866412538,14.385352813586852,53.646385214369104,1399.9671311809498,LOW,10
STARLINK-38075,ELECTRON R/B,100227,100245,4412.9744726034005,6.251909182646149,669.3783752872048,1400.3627584528508,LOW,10
STARLINK-38101,STARLINK-38115,100110,100111,1401.261738704113,1.6060508061439716,0.0,1401.261738704113,LOW,10
STARLINK-38100,STARLINK-38150,100149,100167,1403.0253064553967,1.6037283672601452,0.0,1403.0253064553967,LOW,10
STARLINK-38096,STARLINK-38120,100119,100120,1403.5807250947048,1.6070134895206447,0.5409832569130766,1403.5804558548525,LOW,10
STARLINK-38223,STARLINK-38157,100190,100263,1408.9055219291079,15.089641614703933,7.915515364234909,1403.8334335211773,LOW,10
STARLINK-38158,STARLINK-38038,100105,100116,1403.864444090581,1.60809820579753,1.5135413201553365,1403.862334205242,LOW,10
STARLINK-38164,STARLINK-38191,100224,100246,1404.4704577245527,1.8103138776159275,0.0,1404.4704577245527,LOW,10
STARLINK-38072,STARLINK-38062,100113,100117,1404.5703018238066,1.6038359264584054,0.0,1404.5703018238066,LOW,10
STARLINK-38100,STARLINK-38179,100149,100150,1404.5868637396218,1.6048293851058633,0.0,1404.5868637396218,LOW,10
STARLINK-38081,HULIANWANG DIGUI-183,100153,100208,9380.510658665997,2.2989913535997686,4034.267029964096,1404.6654517464908,LOW,10
STARLINK-38179,2026-188A,100150,100366,1405.4816769685835,4.5570170911670935,0.0,1405.4816769685835,LOW,10
STARLINK-38115,STARLINK-38104,100111,100185,1405.575425785365,15.189225750402871,0.0,1405.575425785365,LOW,10
STARLINK-38162,STARLINK-38195,100159,100196,7179.23227464182,12.928263255964946,544.5527873874228,1406.435638576754,LOW,10
